number_box,number_zakaza,ves_box
97828,655,5.77
97829,655,4.83
97830,655,14.43
97831,655,5.75
97832,655,7.11
97833,655,3.18
97834,655,5.56
97835,655,3.08
97836,655,6.93
97837,655,12.59
97838,655,5.5
97839,655,4.9
97840,655,3.07
97841,655,2.89
97842,655,2.44
97843,655,5.61
97844,655,5.14
97845,655,13.46
97846,655,11.35
97847,655,3.88
97848,655,4.83
97849,655,15.76
97850,655,4.82
97851,655,14.86
97852,655,1.73
97853,655,5.04
97854,655,7.01
97855,655,3.63
97856,655,18.69
97857,655,6.63
97858,655,3.62
97859,655,8.4
97860,655,4.8
97861,655,9.67
97862,655,17.55
97863,655,16.55
97864,655,5.65
97865,655,6.57
97866,655,18.7
97867,655,3.43
97868,655,4.29
97869,655,4.32
97870,655,2.14
97871,655,5.43
97872,655,13.31
97873,655,2.99
97874,655,18.88
97875,655,3.64
97876,655,4.58
97877,655,1.47
97878,655,4.28
97879,655,4.7
97880,655,4.77
97881,655,16.56
97882,655,4.47
97883,655,4.16
97884,655,10.29
97885,655,1.83
97886,655,6.15
97887,655,16.26
97888,655,4.34
97889,655,3.88
97890,655,3.27
97891,655,2.55
97892,655,3.97
97893,655,18.6
97894,655,22.82
97895,655,5.73
97896,655,5.91
97897,655,15.02
97898,655,5.58
97899,655,19.3
97900,655,3.64
97901,655,17.79
97902,655,5.32
97903,655,4.91
97904,655,4.13
97905,655,6.12
97906,655,0.89
97907,655,13.75
97908,655,3.76
97909,655,4.08
97910,655,5.55
97911,655,2.62
97912,655,0.88
97913,655,2.7
97914,655,3.45
97915,655,3.14
97916,655,3.06
97917,655,5.66
97918,655,14.9
97919,655,3.21
97920,655,12.52
97921,655,4.38
97922,655,4.35
97923,656,4.92
97924,656,5.85
97925,656,2.7
97926,656,3.76
97927,656,6.04
97928,656,5.33
97929,656,4.47
97930,656,12.58
97931,656,16.56
97932,656,18.7
97933,656,11.35
97934,656,12.24
97935,656,1.47
97936,656,5.88
97937,656,1.95
97938,656,4.9
97939,656,18.6
97940,656,2.61
97941,656,4.01
97942,656,3.28
97943,656,15.35
97944,656,2.14
97945,656,5.59
97946,656,12.44
97947,656,2.75
97948,656,1.73
97949,656,10.29
97950,656,4.9
97951,656,3.18
97952,656,17.55
97953,656,12.26
97954,656,1.73
97955,656,12.52
97956,656,4.08
97957,656,11.11
97958,656,3.42
97959,656,3.45
97960,656,3.88
97961,656,4.31
97962,656,3.63
97963,656,3.48
97964,656,3.99
97965,656,6.34
97966,656,6.02
97967,656,20.29
97968,656,14.43
97969,656,1.76
97970,656,1.89
97971,656,6.26
97972,656,11.84
97973,656,19.31
97974,656,1.18
97975,656,9.67
97976,656,21.86
97977,656,5.72
97978,656,4.77
97979,656,3.94
97980,656,3.26
97981,656,5.73
97982,656,3.64
97983,656,18.3
97984,656,4.82
97985,656,4.26
97986,656,5.32
97987,656,11.19
97988,656,6.75
97989,656,6.8
97990,656,4.83
97991,656,3.69
97992,656,2.7
97993,656,9.56
97994,656,1
97995,656,4.58
97996,656,2.14
97997,656,7.04
97998,656,3.23
97999,656,2.55
98000,656,3.6
98001,656,14.63
98002,656,15.28
98003,656,5.26
98004,656,7.01
98005,656,2.7
98006,656,4.33
98007,656,0.75
98008,656,4.81
98009,656,4.04
98010,656,4.05
98011,656,17.32
98012,656,13.08
98013,656,4.3
98014,656,8.4
98015,656,0.41
98016,656,5.65
98017,656,4.8
98018,656,5.67
98019,656,3.97
98020,656,4.18
98021,656,11.73
98022,656,3.88
98023,656,19.87
98024,656,12.75
98025,656,4.08
98026,656,3.68
98027,656,0.89
98028,656,4.11
98029,656,5.04
98030,656,16.26
98031,656,4.83
98032,656,20.06
98033,656,6.63
98034,656,4.18
98035,656,5.17
98036,656,3.45
98037,656,5.1
98038,656,12.55
98039,656,18.69
98040,656,25.71
98041,656,3.6
98042,656,2.5
98043,656,10.51
98044,656,5.77
98045,656,2.85
98046,656,14.9
98047,656,18.88
98048,656,3.16
98049,656,6.63
98050,656,22.43
98051,656,1.98
98052,656,4.39
98053,656,16.55
98054,656,3.52
98055,656,3.7
98056,656,20.58
98057,656,17.79
98058,656,3.56
98059,656,21.9
98060,656,5.14
98061,656,2.44
98062,656,15.05
98063,656,4.38
98064,656,15.02
98065,656,12.18
98066,656,23.3
98067,656,2.8
98068,656,13.75
98069,656,7.11
98070,656,7.64
98071,656,3.83
98072,656,3.06
98073,656,10.6
98074,656,1.81
98075,656,14.35
98076,656,4.46
98077,656,9.4
98078,656,2.91
98079,656,19.08
98080,656,21.51
98081,657,7.04
98082,657,5.33
98083,657,2.93
98084,657,12.75
98085,657,3.64
98086,657,3.07
98087,657,4.34
98088,657,5.06
98089,657,4.01
98090,657,3.56
98091,657,7.64
98092,657,1.98
98093,657,3.23
98094,657,5.66
98095,657,4.18
98096,657,19.83
98097,657,1.18
98098,657,15.28
98099,657,23.3
98100,657,2.14
98101,657,12.44
98102,657,2.89
98103,657,19.31
98104,657,6.26
98105,657,3.99
98106,657,5.32
98107,657,5.61
98108,657,4.03
98109,657,12.52
98110,657,4.32
98111,657,4.85
98112,657,3.63
98113,657,13.75
98114,657,4.33
98115,657,12.58
98116,657,4.38
98117,657,2
98118,657,12.24
98119,657,2.7
98120,657,4.7
98121,657,4.16
98122,657,5.77
98123,657,14.63
98124,657,21.86
98125,657,18.69
98126,657,3.52
98127,657,9.4
98128,657,5.32
98129,657,15.35
98130,657,15.58
98131,657,1.47
98132,657,14.9
98133,657,5.59
98134,657,5.65
98135,657,2.85
98136,657,7.11
98137,657,3.83
98138,657,4.82
98139,657,3.45
98140,657,4.77
98141,657,11.73
98142,657,5.1
98143,657,15.76
98144,657,6.43
98145,657,4.13
98146,657,7.34
98147,657,4.08
98148,657,5.43
98149,657,5.04
98150,657,2.14
98151,657,5.1
98152,657,1.89
98153,657,4.35
98154,657,3.21
98155,657,18.7
98156,657,2.44
98157,657,16.81
98158,657,3.14
98159,657,4.08
98160,657,10.53
98161,657,4.77
98162,657,18.3
98163,657,15.27
98164,657,4.11
98165,657,5.17
98166,657,5.57
98167,657,18.6
98168,657,5.73
98169,657,2.84
98170,657,4.81
98171,657,10.6
98172,657,15.76
98173,657,2.96
98174,657,3.68
98175,657,3.88
98176,657,4.92
98177,657,12.26
98178,657,4.04
98179,657,4.18
98180,657,19.07
98181,657,20.29
98182,657,6.57
98183,657,1.73
98184,657,5.26
98185,657,4.8
98186,657,2.31
98187,657,20.58
98188,657,6.02
98189,657,4.84
98190,657,3.41
98191,657,3.62
98192,657,13.4
98193,657,12.55
98194,657,3.67
98195,657,10.29
98196,657,4.62
98197,657,5.58
98198,657,6.53
98199,657,5.66
98200,657,3.43
98201,657,18.88
98202,657,4.16
98203,657,3.22
98204,657,4.44
98205,657,3.8
98206,657,16.55
98207,657,5.75
98208,657,11.11
98209,657,3.18
98210,657,16.26
98211,657,4.35
98212,657,3.7
98213,657,18.86
98214,657,19.54
98215,657,10.12
98216,657,12.59
98217,657,2.91
98218,657,3.46
98219,657,13.46
98220,657,19.53
98221,657,4.77
98222,657,6.34
98223,657,19.87
98224,657,3.63
98225,657,17.79
98226,657,19.78
98227,657,2.7
98228,657,13.08
98229,657,5.91
98230,657,10.25
98231,657,14.86
98232,657,3.07
98233,657,5.75
98234,657,3.97
98235,657,5.85
98236,657,8.4
98237,657,2.7
98238,657,0.88
98239,657,3.26
98240,657,3.6
98241,657,2.14
98242,657,17.32
98243,657,6.12
98244,657,5.69
98245,657,19.45
98246,657,1.66
98247,658,19.83
98248,658,5.56
98249,658,4.33
98250,658,5.27
98251,658,4.31
98252,658,2.91
98253,658,8.4
98254,658,1.81
98255,658,5.32
98256,658,16.56
98257,658,5.58
98258,658,3.7
98259,658,14.43
98260,658,5.85
98261,658,12.26
98262,658,3.52
98263,658,19.53
98264,658,9.67
98265,658,5.85
98266,658,4.39
98267,658,4.34
98268,658,3.16
98269,658,15.35
98270,658,1.76
98271,658,1.98
98272,658,1.22
98273,658,3.64
98274,658,2.13
98275,658,5.87
98276,658,2.5
98277,658,21.86
98278,658,12.78
98279,658,4.44
98280,658,9.56
98281,658,16.81
98282,658,2.96
98283,658,5.72
98284,658,4.81
98285,658,5.43
98286,658,3.56
98287,658,2.14
98288,658,3.36
98289,658,11.19
98290,658,16.26
98291,658,10.6
98292,658,13.4
98293,658,13.31
98294,658,5.88
98295,658,14.63
98296,658,18.6
98297,658,2.7
98298,658,3.8
98299,658,3.07
98300,658,11.74
98301,658,3.26
98302,658,4.29
98303,658,4.83
98304,658,4.05
98305,658,15.27
98306,658,4.82
98307,658,3.18
98308,658,4.58
98309,658,2.85
98310,658,19.3
98311,658,1.89
98312,658,3.88
98313,658,4.77
98314,658,6.43
98315,658,5.04
98316,658,6.6
98317,658,3.45
98318,658,4.46
98319,658,12.44
98320,658,2.44
98321,658,12.75
98322,658,18.7
98323,658,19.08
98324,658,16.55
98325,658,3.88
98326,658,3.99
98327,658,5.5
98328,658,4.83
98329,658,18.86
98330,658,6.34
98331,658,4.16
98332,658,13.46
98333,658,11.73
98334,658,7.34
98335,658,15.76
98336,658,18.88
98337,658,4.13
98338,658,19.16
98339,658,6.57
98340,658,6.93
98341,658,4.84
98342,658,5.61
98343,658,3.94
98344,658,5.5
98345,658,3.22
98346,658,7.11
98347,658,4.8
98348,658,3.97
98349,658,3.62
98350,658,2.31
98351,658,13.08
98352,658,6.02
98353,658,12.58
98354,658,5.59
98355,658,4.04
98356,658,3.21
98357,658,3.83
98358,658,12.52
98359,658,4.92
98360,658,9.4
98361,658,6.23
98362,658,2.8
98363,658,6.63
98364,658,19.31
98365,658,4.13
98366,658,4.03
98367,658,0.89
98368,658,3.68
98369,658,3.64
98370,658,5.77
98371,658,3.45
98372,658,4.81
98373,658,2.61
98374,658,12.55
98375,658,21.51
98376,658,1.29
98377,658,4.92
98378,658,1.83
98379,658,6.75
98380,658,2.62
98381,658,3.23
98382,658,22.82
98383,658,3.41
98384,658,11.84
98385,658,4.7
98386,658,12.18
98387,658,10.53
98388,658,1.18
98389,658,15.05
98390,658,5.55
98391,658,13.75
98392,658,21.9
98393,658,2.11
98394,658,10.25
98395,659,4.62
98396,659,6.34
98397,659,0.89
98398,659,3.67
98399,659,1.29
98400,659,3.14
98401,659,20.58
98402,659,4.84
98403,659,1.22
98404,659,9.67
98405,659,0.88
98406,659,5.75
98407,659,12.55
98408,659,3.69
98409,659,3.68
98410,659,5.55
98411,659,3.99
98412,659,12.44
98413,659,2.99
98414,659,2.2
98415,659,2.93
98416,659,2.14
98417,659,13.4
98418,659,2.91
98419,659,6.02
98420,659,3.18
98421,659,6.73
98422,659,4.16
98423,659,11.73
98424,659,1.76
98425,659,1.73
98426,659,7.11
98427,659,12.63
98428,659,3.63
98429,659,4.56
98430,659,5.1
98431,659,5.85
98432,659,4.13
98433,659,15.35
98434,659,12.75
98435,659,3.48
98436,659,4.33
98437,659,7.64
98438,659,6.04
98439,659,5.56
98440,659,6.26
98441,659,22.43
98442,659,7.01
98443,659,4.26
98444,659,19.83
98445,659,20.29
98446,659,10.12
98447,659,2.75
98448,659,4.11
98449,659,18.69
98450,659,4.3
98451,659,3.22
98452,659,17.55
98453,659,3.94
98454,659,10.6
98455,659,5.65
98456,659,3.23
98457,659,4.31
98458,659,14.43
98459,659,11.84
98460,659,23.15
98461,659,4.7
98462,659,14.35
98463,659,3.18
98464,659,2.34
98465,659,16.12
98466,659,6.63
98467,659,4.08
98468,659,3.45
98469,659,19.08
98470,659,1.18
98471,659,4.08
98472,659,4.34
98473,659,3.62
98474,659,4.34
98475,659,1.73
98476,659,11.11
98477,659,5.58
98478,659,5.88
98479,659,6.23
98480,659,5.75
98481,659,12.26
98482,659,5.66
98483,659,18.14
98484,659,3.08
98485,659,2.31
98486,659,4.13
98487,659,4.04
98488,659,4.44
98489,659,4.85
98490,659,2.8
98491,659,16.55
98492,659,3.43
98493,659,20.06
98494,659,4.03
98495,659,19.07
98496,659,12.59
98497,659,18.7
98498,659,19.87
98499,659,10.25
98500,659,15.58
98501,659,3.21
98502,659,6.6
98503,659,19.31
98504,659,19.53
98505,659,6.15
98506,659,15.28
98507,659,2.96
98508,659,12.78
98509,659,3.88
98510,659,0.75
98511,659,5.32
98512,659,5.77
98513,659,11.19
98514,659,3.6
98515,659,3.64
98516,659,3.26
98517,659,3.63
98518,659,10.53
98519,659,3.07
98520,659,3.56
98521,659,3.28
98522,659,5.32
98523,659,12.24
98524,659,4.05
98525,659,10.29
98526,659,3.8
98527,659,4.83
98528,659,3.42
98529,659,15.02
98530,659,5.5
98531,659,2.89
98532,659,4.91
98533,659,4.39
98534,659,6.12
98535,659,3.06
98536,659,21.86
98537,659,5.59
98538,659,14.63
98539,659,5.72
98540,659,4.82
98541,659,2.14
98542,659,5.33
98543,659,6.8
98544,659,4.58
98545,659,3.16
98546,659,2.11
98547,659,4.41
98548,659,4.28
98549,659,18.3
98550,660,20.29
98551,660,4.44
98552,660,6.53
98553,660,12.55
98554,660,5.72
98555,660,19.54
98556,660,6.57
98557,660,10.51
98558,660,5.69
98559,660,7.64
98560,660,11.74
98561,660,19.3
98562,660,17.55
98563,660,6.75
98564,660,11.84
98565,660,18.86
98566,660,5.87
98567,660,4.18
98568,660,3.69
98569,660,2.22
98570,660,20.06
98571,660,13.4
98572,660,14.86
98573,660,3.83
98574,660,4.47
98575,660,3.64
98576,660,5.67
98577,660,12.55
98578,660,6.63
98579,660,19.08
98580,660,1.18
98581,660,4.34
98582,660,2.7
98583,660,1.73
98584,660,3.28
98585,660,2.75
98586,660,4.08
98587,660,5.1
98588,660,5.59
98589,660,13.31
98590,660,5.73
98591,660,6.43
98592,660,3.21
98593,660,4.81
98594,660,4.83
98595,660,4.13
98596,660,19.45
98597,660,14.9
98598,660,2.13
98599,660,5.56
98600,660,3.56
98601,660,3.22
98602,660,6.02
98603,660,2.14
98604,660,3.07
98605,660,4.32
98606,660,2.61
98607,660,3.6
98608,660,2.5
98609,660,4.03
98610,660,15.76
98611,660,3.16
98612,660,5.17
98613,660,20.58
98614,660,23.15
98615,660,2.14
98616,660,9.67
98617,660,3.76
98618,660,4.81
98619,660,3.26
98620,660,2.14
98621,660,16.56
98622,660,5.85
98623,660,1.22
98624,660,5.5
98625,660,1.73
98626,660,11.2
98627,660,4.83
98628,660,4.33
98629,660,16.55
98630,660,12.24
98631,660,15.27
98632,660,1.89
98633,660,4.35
98634,660,3.8
98635,660,6.04
98636,660,6.58
98637,660,6.6
98638,660,2.84
98639,660,6.8
98640,660,3.36
98641,660,2.99
98642,660,2.34
98643,660,4.11
98644,660,4.26
98645,660,6.12
98646,660,6.34
98647,660,12.78
98648,660,6.15
98649,660,13.08
98650,660,16.81
98651,660,5.27
98652,660,3.18
98653,660,19.87
98654,660,5.66
98655,660,3.18
98656,660,16.26
98657,660,1.95
98658,660,6.26
98659,660,15.05
98660,660,3.06
98661,660,5.58
98662,660,18.6
98663,660,0.41
98664,660,15.76
98665,660,1
98666,660,19.83
98667,660,3.63
98668,660,5.51
98669,660,4.85
98670,660,9.56
98671,660,9.4
98672,660,2.2
98673,660,2.7
98674,660,3.46
98675,660,12.18
98676,660,21.1
98677,660,2.55
98678,660,2.11
98679,660,2.93
98680,660,5.5
98681,660,4.82
98682,660,4.91
98683,660,3.07
98684,660,3.23
98685,660,4.16
98686,660,3.45
98687,660,4.34
98688,660,14.43
98689,660,7.11
98690,660,18.69
98691,660,1.98
98692,660,2.31
98693,660,16.12
98694,660,4.13
98695,660,3.94
98696,660,5.14
98697,660,3.14
98698,660,14.63
98699,661,12.52
98700,661,5.26
98701,661,4.01
98702,661,6.12
98703,661,11.84
98704,661,4.3
98705,661,6.8
98706,661,18.86
98707,661,5.56
98708,661,5.61
98709,661,5.66
98710,661,4.47
98711,661,4.28
98712,661,15.76
98713,661,12.18
98714,661,12.44
98715,661,18.3
98716,661,4.18
98717,661,12.63
98718,661,3.97
98719,661,2.2
98720,661,3.56
98721,661,3.62
98722,661,23.15
98723,661,3.52
98724,661,6.15
98725,661,7.04
98726,661,2.31
98727,661,18.14
98728,661,3.88
98729,661,5.17
98730,661,3.48
98731,661,3.64
98732,661,15.05
98733,661,4.92
98734,661,3.63
98735,661,6.75
98736,661,14.35
98737,661,5.43
98738,661,18.6
98739,661,2.55
98740,661,3.26
98741,661,14.86
98742,661,5.67
98743,661,10.6
98744,661,4.83
98745,661,4.77
98746,661,3.43
98747,661,4.62
98748,661,2.75
98749,661,5.32
98750,661,6.04
98751,661,5.32
98752,661,3.16
98753,661,4.32
98754,661,12.75
98755,661,1.73
98756,661,21.51
98757,661,3.18
98758,661,6.63
98759,661,4.35
98760,661,1.76
98761,661,12.26
98762,661,4.81
98763,661,13.4
98764,661,5.32
98765,661,4.92
98766,661,4.26
98767,661,1
98768,661,4.7
98769,661,6.43
98770,661,16.26
98771,661,5.58
98772,661,7.34
98773,661,1.83
98774,661,19.54
98775,661,11.2
98776,661,2.14
98777,661,4.03
98778,661,5.73
98779,661,4.44
98780,661,4.34
98781,661,9.56
98782,661,3.14
98783,661,6.02
98784,661,2.85
98785,661,2.96
98786,661,2.61
98787,661,10.25
98788,661,2.89
98789,661,4.58
98790,661,9.67
98791,661,12.24
98792,661,5.5
98793,661,3.06
98794,661,4.9
98795,661,5.33
98796,661,2.73
98797,661,12.59
98798,661,7.64
98799,661,5.59
98800,661,5.04
98801,661,1.22
98802,661,4.29
98803,661,4.35
98804,661,17.32
98805,661,1.89
98806,661,5.51
98807,661,4.81
98808,661,3.69
98809,661,3.83
98810,661,4.41
98811,661,20.06
98812,661,15.02
98813,661,7.11
98814,661,13.46
98815,661,3.76
98816,661,4.13
98817,661,6.73
98818,661,3.45
98819,661,2.84
98820,661,3.94
98821,661,2.34
98822,661,8.4
98823,661,2.8
98824,661,3.36
98825,661,4.85
98826,661,19.3
98827,661,5.5
98828,661,3.68
98829,661,19.53
98830,661,17.55
98831,661,11.35
98832,661,3.76
98833,661,19.31
98834,661,4.05
98835,661,5.85
98836,661,3.22
98837,661,4.08
98838,661,2.91
98839,661,6.23
98840,661,5.59
98841,661,4.39
98842,661,5.27
98843,661,4.11
98844,661,3.26
98845,661,21.9
98846,661,2.93
98847,661,3.28
98848,661,4.16
98849,661,1.29
98850,662,3.6
98851,662,19.53
98852,662,6.43
98853,662,5.32
98854,662,4.13
98855,662,16.81
98856,662,12.18
98857,662,6.34
98858,662,15.76
98859,662,12.59
98860,662,4.8
98861,662,3.23
98862,662,2.93
98863,662,2.11
98864,662,10.25
98865,662,4.91
98866,662,3.83
98867,662,15.76
98868,662,2.91
98869,662,18.86
98870,662,4.9
98871,662,5.32
98872,662,4.7
98873,662,5.65
98874,662,14.86
98875,662,2.44
98876,662,16.26
98877,662,4.56
98878,662,3.07
98879,662,14.35
98880,662,2.2
98881,662,5.66
98882,662,15.58
98883,662,3.88
98884,662,5.88
98885,662,22.43
98886,662,25.71
98887,662,12.63
98888,662,2.7
98889,662,4.13
98890,662,12.78
98891,662,4.46
98892,662,22.82
98893,662,5.55
98894,662,6.73
98895,662,6.23
98896,662,5.43
98897,662,15.05
98898,662,9.4
98899,662,3.36
98900,662,4.01
98901,662,16.12
98902,662,5.17
98903,662,19.78
98904,662,4.16
98905,662,18.6
98906,662,15.35
98907,662,1.66
98908,662,4.34
98909,662,3.64
98910,662,2.14
98911,662,6.58
98912,662,16.55
98913,662,3.26
98914,662,18.14
98915,662,20.29
98916,662,4.39
98917,662,4.85
98918,662,3.48
98919,662,12.24
98920,662,3.14
98921,662,5.06
98922,662,0.89
98923,662,6.02
98924,662,5.61
98925,662,5.32
98926,662,12.52
98927,662,6.02
98928,662,10.29
98929,662,5.26
98930,662,11.2
98931,662,3.64
98932,662,19.08
98933,662,3.68
98934,662,4.41
98935,662,4.83
98936,662,3.8
98937,662,4.05
98938,662,2.34
98939,662,12.58
98940,662,3.56
98941,662,12.55
98942,662,4.32
98943,662,13.75
98944,662,15.35
98945,662,5.1
98946,662,6.04
98947,662,11.11
98948,662,13.4
98949,662,3.21
98950,662,1.47
98951,662,10.51
98952,662,19.16
98953,662,12.55
98954,662,4.04
98955,662,6.8
98956,662,5.14
98957,662,5.73
98958,662,2.31
98959,662,4.44
98960,662,4.38
98961,662,19.31
98962,662,3.42
98963,662,19.87
98964,662,4.08
98965,662,6.57
98966,662,10.53
98967,662,10.6
98968,662,4.74
98969,662,5.5
98970,662,2.8
98971,662,7.11
98972,662,2.5
98973,662,4.33
98974,662,3.52
98975,662,4.77
98976,662,3.45
98977,662,9.56
98978,662,4.9
98979,662,7.64
98980,662,1.95
98981,662,5.85
98982,662,3.06
98983,662,4.47
98984,662,4.82
98985,662,3.63
98986,662,3.26
98987,662,4.08
98988,662,14.43
98989,662,18.7
98990,662,3.41
98991,662,5.91
98992,663,14.35
98993,663,2.89
98994,663,19.53
98995,663,19.78
98996,663,5.14
98997,663,3.97
98998,663,1.29
98999,663,2.14
99000,663,5.33
99001,663,19.16
99002,663,6.02
99003,663,23.3
99004,663,5.67
99005,663,12.58
99006,663,2.7
99007,663,4.74
99008,663,16.26
99009,663,12.59
99010,663,6.04
99011,663,12.26
99012,663,5.17
99013,663,2.85
99014,663,4.9
99015,663,1.73
99016,663,4.7
99017,663,5.87
99018,663,0.89
99019,663,2.14
99020,663,4.38
99021,663,18.6
99022,663,4.39
99023,663,6.53
99024,663,12.55
99025,663,15.76
99026,663,3.07
99027,663,11.74
99028,663,1.73
99029,663,21.1
99030,663,5.66
99031,663,4.91
99032,663,6.57
99033,663,4.92
99034,663,1.98
99035,663,17.55
99036,663,5.32
99037,663,3.42
99038,663,4.18
99039,663,2.91
99040,663,6.75
99041,663,3.6
99042,663,1
99043,663,4.26
99044,663,5.27
99045,663,3.28
99046,663,18.14
99047,663,16.12
99048,663,2.14
99049,663,3.23
99050,663,14.63
99051,663,7.64
99052,663,3.68
99053,663,4.04
99054,663,18.86
99055,663,4.32
99056,663,4.62
99057,663,25.71
99058,663,7.11
99059,663,2.14
99060,663,10.51
99061,663,6.43
99062,663,3.64
99063,663,3.06
99064,663,17.32
99065,663,3.83
99066,663,4.83
99067,663,4.16
99068,663,1.18
99069,663,4.08
99070,663,19.87
99071,663,11.84
99072,663,3.46
99073,663,5.85
99074,663,4.08
99075,663,19.31
99076,663,7.04
99077,663,3.76
99078,663,5.51
99079,663,4.46
99080,663,4.77
99081,663,10.6
99082,663,11.19
99083,663,5.47
99084,663,5.72
99085,663,4.92
99086,663,2.34
99087,663,5.85
99088,663,15.76
99089,663,5.5
99090,663,4.77
99091,663,10.29
99092,663,4.81
99093,663,2.13
99094,663,4.01
99095,663,3.45
99096,663,13.31
99097,663,5.88
99098,663,4.35
99099,663,15.28
99100,663,5.1
99101,663,4.3
99102,663,3.6
99103,663,4.16
99104,663,3.94
99105,663,15.35
99106,663,4.34
99107,663,8.4
99108,663,6.58
99109,663,15.27
99110,663,2.93
99111,663,2.22
99112,663,6.34
99113,663,2.7
99114,663,1.22
99115,663,4.29
99116,663,18.3
99117,663,3.63
99118,663,18.88
99119,663,5.55
99120,663,10.12
99121,663,2.75
99122,663,3.26
99123,663,2
99124,663,2.96
99125,663,0.88
99126,663,2.2
99127,663,2.44
99128,663,2.61
99129,663,19.45
99130,663,4.03
99131,663,2.26
99132,663,12.78
99133,663,4.13
99134,663,2.31
99135,663,13.4
99136,663,19.08
99137,663,4.05
99138,663,13.08
99139,663,15.05
99140,663,3.08
99141,663,3.7
99142,663,6.02
99143,663,5.1
99144,663,3.21
99145,663,11.2
99146,663,5.91
99147,663,12.44
99148,664,4.3
99149,664,3.08
99150,664,19.54
99151,664,5.5
99152,664,13.08
99153,664,6.43
99154,664,7.01
99155,664,6.15
99156,664,2.55
99157,664,1.22
99158,664,3.21
99159,664,12.58
99160,664,1.98
99161,664,4.82
99162,664,4.18
99163,664,5.85
99164,664,3.67
99165,664,15.28
99166,664,4.31
99167,664,5.55
99168,664,2.14
99169,664,3.22
99170,664,5.67
99171,664,18.7
99172,664,13.75
99173,664,4.01
99174,664,5.06
99175,664,5.32
99176,664,9.67
99177,664,1.18
99178,664,6.02
99179,664,1
99180,664,19.3
99181,664,5.1
99182,664,5.66
99183,664,2.99
99184,664,14.9
99185,664,4.92
99186,664,6.53
99187,664,5.47
99188,664,2.93
99189,664,11.11
99190,664,4.13
99191,664,5.87
99192,664,4.8
99193,664,2.14
99194,664,17.32
99195,664,18.3
99196,664,4.83
99197,664,3.07
99198,664,14.86
99199,664,12.63
99200,664,12.52
99201,664,4.81
99202,664,21.86
99203,664,9.56
99204,664,21.9
99205,664,5.1
99206,664,2.14
99207,664,5.75
99208,664,5.61
99209,664,5.32
99210,664,4.77
99211,664,18.14
99212,664,12.78
99213,664,17.55
99214,664,3.63
99215,664,16.55
99216,664,22.43
99217,664,2.73
99218,664,0.41
99219,664,4.16
99220,664,6.04
99221,664,4.41
99222,664,5.59
99223,664,4.13
99224,664,13.31
99225,664,5.56
99226,664,2.7
99227,664,4.34
99228,664,3.62
99229,664,11.84
99230,664,2.85
99231,664,4.38
99232,664,5.72
99233,664,11.73
99234,664,5.32
99235,664,6.34
99236,664,20.06
99237,664,3.6
99238,664,12.44
99239,664,3.43
99240,664,6.75
99241,664,6.73
99242,664,3.64
99243,664,11.19
99244,664,5.51
99245,664,5.17
99246,664,3.42
99247,664,2.13
99248,664,6.6
99249,664,23.15
99250,664,19.16
99251,664,2.2
99252,664,1.47
99253,664,4.46
99254,664,1.95
99255,664,4.84
99256,664,5.56
99257,664,2
99258,664,3.26
99259,664,3.48
99260,664,4.08
99261,664,5.26
99262,664,4.04
99263,664,2.34
99264,664,19.45
99265,664,2.62
99266,664,3.46
99267,664,4.05
99268,664,5.88
99269,664,6.93
99270,664,11.35
99271,664,4.32
99272,664,3.52
99273,664,19.08
99274,664,2.31
99275,664,4.9
99276,664,4.39
99277,664,10.6
99278,664,3.28
99279,664,4.77
99280,664,6.02
99281,664,5.59
99282,664,3.88
99283,664,19.53
99284,664,5.73
99285,664,5.55
99286,664,2.91
99287,664,19.87
99288,664,6.63
99289,664,18.86
99290,664,12.75
99291,665,1.83
99292,665,3.56
99293,665,10.12
99294,665,6.12
99295,665,1.47
99296,665,6.6
99297,665,3.46
99298,665,5.32
99299,665,18.14
99300,665,4.11
99301,665,4.82
99302,665,5.04
99303,665,12.58
99304,665,4.05
99305,665,3.63
99306,665,3.64
99307,665,5.56
99308,665,4.16
99309,665,6.93
99310,665,1.89
99311,665,3.48
99312,665,4.34
99313,665,5.77
99314,665,14.43
99315,665,10.25
99316,665,3.83
99317,665,3.63
99318,665,3.07
99319,665,6.04
99320,665,4.35
99321,665,14.9
99322,665,10.6
99323,665,23.15
99324,665,4.32
99325,665,5.14
99326,665,4.03
99327,665,3.43
99328,665,5.87
99329,665,8.4
99330,665,3.45
99331,665,4.92
99332,665,6.15
99333,665,2
99334,665,10.53
99335,665,2.14
99336,665,5.55
99337,665,15.35
99338,665,22.43
99339,665,3.41
99340,665,1.73
99341,665,3.8
99342,665,21.86
99343,665,15.58
99344,665,5.61
99345,665,4.04
99346,665,2.91
99347,665,6.58
99348,665,5.26
99349,665,9.56
99350,665,2.22
99351,665,18.86
99352,665,2.7
99353,665,13.75
99354,665,4.92
99355,665,0.88
99356,665,0.75
99357,665,1.76
99358,665,16.12
99359,665,2.62
99360,665,4.46
99361,665,5.06
99362,665,6.63
99363,665,4.01
99364,665,16.55
99365,665,3.6
99366,665,17.79
99367,665,3.23
99368,665,12.55
99369,665,2.8
99370,665,5.85
99371,665,5.43
99372,665,3.21
99373,665,4.58
99374,665,10.51
99375,665,2.96
99376,665,5.88
99377,665,2.85
99378,665,12.26
99379,665,19.31
99380,665,19.3
99381,665,2.84
99382,665,19.08
